Volatility 3 Framework 2.27.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
5848	powershell.exe	0x8c88b35bb730	0x478	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b1958d50	0x47c	Mutant	0x1f0001	-
5848	powershell.exe	0x8c88aee84cc0	0x480	Event	0x1f0003	-
5848	powershell.exe	0x8c88af225c30	0x484	Mutant	0x1f0001	-
5848	powershell.exe	0x8c88b14b74f0	0x488	Event	0x1f0003	-
5848	powershell.exe	0x8c88b57c2660	0x48c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b6693b30	0x498	Event	0x1f0003	-
5848	powershell.exe	0x8c88b57a0890	0x49c	Event	0x1f0003	-
5848	powershell.exe	0xd086aa7fbf70	0x4a0	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\CRYPT32
5848	powershell.exe	0x8c88b5743730	0x4a4	EtwRegistration	0x804	-
5848	powershell.exe	0x8c88b057de10	0x4a8	WaitCompletionPacket	0x1	-
5848	powershell.exe	0x8c88b56509c0	0x4ac	IoCompletion	0x1f0003	-
5848	powershell.exe	0x8c88af3bb870	0x4b0	TpWorkerFactory	0xf00ff	-
5848	powershell.exe	0x8c88b5330190	0x4b4	IRTimer	0x100002	-
5848	powershell.exe	0x8c88b16a24e0	0x4b8	WaitCompletionPacket	0x1	-
5848	powershell.exe	0x8c88b4755700	0x4bc	IRTimer	0x100002	-
5848	powershell.exe	0x8c88b28f61d0	0x4c0	WaitCompletionPacket	0x1	-
5848	powershell.exe	0xd086aaba3890	0x4c4	Key	0xf003f	USER
5848	powershell.exe	0x8c88b1705450	0x4cc	Event	0x1f0003	-
5848	powershell.exe	0x8c88b4b53e70	0x4d0	File	0x100020	\Device\HarddiskVolume2\Windows\Temp\Perfmon
5848	powershell.exe	0x8c88b5f2e8f0	0x4d4	Event	0x1f0003	-
5848	powershell.exe	0x8c88b4885080	0x4e4	File	0x120089	\Device\HarddiskVolume2\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Numerics\v4.0_4.0.0.0__b77a5c561934e089\System.Numerics.dll
5848	powershell.exe	0x8c88b4660950	0x4fc	File	0x120089	\Device\NamedPipe\
5848	powershell.exe	0xd086a8e0e780	0x504	Section	0xf0005	-
5848	powershell.exe	0x8c88b59d4080	0x508	Thread	0x1fffff	Tid 2820 Pid 5848
5848	powershell.exe	0x8c88b53bb8b0	0x50c	Event	0x1f0003	-
5848	powershell.exe	0x8c88b789fa70	0x510	Event	0x1f0003	-
5848	powershell.exe	0x8c88b8671700	0x514	Thread	0x1fffff	Tid 9008 Pid 5848
