Progress:    0.00		Scanning FileLayer using PageMapScannerProgress:   23.33		Scanning FileLayer using PageMapScannerProgress:  100.00		Stacking attempts finished             Progress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:   37.50		Scanning layer_name using PdbSignatureScannerProgress:   37.60		Scanning layer_name using PdbSignatureScannerProgress:   37.70		Scanning layer_name using PdbSignatureScannerProgress:   37.79		Scanning layer_name using PdbSignatureScannerProgress:   37.89		Scanning layer_name using PdbSignatureScannerProgress:   37.99		Scanning layer_name using PdbSignatureScannerProgress:   38.09		Scanning layer_name using PdbSignatureScannerProgress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:   26.07		Scanning layer_name using PdbSignatureScannerProgress:   26.17		Scanning layer_name using PdbSignatureScannerProgress:   26.27		Scanning layer_name using PdbSignatureScannerProgress:   26.37		Scanning layer_name using PdbSignatureScannerProgress:   26.46		Scanning layer_name using PdbSignatureScannerProgress:   26.56		Scanning layer_name using PdbSignatureScannerProgress:   26.66		Scanning layer_name using PdbSignatureScannerProgress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:  100.00		PDB scanning finished                        Volatility 3 Framework 2.27.0

PID	Process	Base	Size	Name	Path	LoadCount	LoadTime	File output
5848	powershell.exe	0x75e40000	0x82000	clbcatq.dll	C:\WINDOWS\System32\clbcatq.dll	-	1720-11-27 04:34:45.000000 UTC	Disabled
5848	powershell.exe	0x76e00000	0x6000	psapi.dll	C:\WINDOWS\System32\psapi.dll	-	1718-12-31 03:12:15.000000 UTC	Disabled
5848	powershell.exe	0x70f30000	0xf000	amsi.dll	C:\WINDOWS\SYSTEM32\amsi.dll	-	1720-11-26 15:13:01.000000 UTC	Disabled
5848	powershell.exe	0x71a10000	0x22000	USERENV.dll	C:\WINDOWS\SYSTEM32\USERENV.dll	-	1691-02-02 10:48:29.000000 UTC	Disabled
5848	powershell.exe	0x755c0000	0x14000	profapi.dll	C:\WINDOWS\System32\profapi.dll	-	1691-02-02 10:55:38.000000 UTC	Disabled
5848	powershell.exe	0x73ce0000	0x1334000	shell32.dll	C:\WINDOWS\System32\shell32.dll	-	1691-02-02 10:55:38.000000 UTC	Disabled
5848	powershell.exe	0x76c70000	0x38000	cfgmgr32.dll	C:\WINDOWS\System32\cfgmgr32.dll	-	1720-11-20 12:14:01.000000 UTC	Disabled
5848	powershell.exe	0x76b50000	0x88000	shcore.dll	C:\WINDOWS\System32\shcore.dll	-	3436-09-23 22:52:05.000000 UTC	Disabled
5848	powershell.exe	0x76510000	0x5c4000	-	-	-	N/A	Disabled
5848	powershell.exe	0x76db0000	0x45000	powrprof.dll	C:\WINDOWS\System32\powrprof.dll	-	N/A	Disabled
5848	powershell.exe	0x70c40000	0x7b000	Microsoft.Management.Infrastructure.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Mf49f6405#\4a2d671a00b3beab39fb3cc27ccb8b4a\Microsoft.Management.Infrastructure.ni.dll	-	1691-02-02 10:48:29.000000 UTC	Disabled
5848	powershell.exe	0x756e0000	0x46000	wintrust.dll	C:\WINDOWS\System32\wintrust.dll	-	N/A	Disabled
5848	powershell.exe	0x75cb0000	0xe000	MSASN1.dll	C:\WINDOWS\System32\MSASN1.dll	-	N/A	Disabled
5848	powershell.exe	0x75a90000	0x182000	CRYPT32.dll	C:\WINDOWS\System32\CRYPT32.dll	-	N/A	Disabled
5848	powershell.exe	0x72c90000	0x1e000	gpapi.dll	C:\WINDOWS\SYSTEM32\gpapi.dll	-	-	Disabled
5848	powershell.exe	0x53e70000	0x73f000	System.Xml.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\System.Xml\7aa91cbe5462ae77297392bc517ccd11\System.Xml.ni.dll	-	3436-09-20 21:22:36.000000 UTC	Disabled
5848	powershell.exe	0x59640000	0x123000	-	-	-	3437-01-05 12:13:21.000000 UTC	Disabled
5848	powershell.exe	0x53b20000	0x341000	-	-	-	3902-05-08 21:44:37.000000 UTC	Disabled
5848	powershell.exe	0x76ae0000	0x66000	WS2_32.dll	C:\WINDOWS\System32\WS2_32.dll	-	-	Disabled
5848	powershell.exe	0x53a20000	0xfb000	System.Configuration.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\System.Configuration\5a1415ea88ee4a983c0ec7397398043e\System.Configuration.ni.dll	-	3446-06-06 15:56:59.000000 UTC	Disabled
5848	powershell.exe	0x63820000	0x4b000	System.Transactions.dll	C:\WINDOWS\Microsoft.Net\assembly\GAC_32\System.Transactions\v4.0_4.0.0.0__b77a5c561934e089\System.Transactions.dll	-	3437-01-07 17:40:16.000000 UTC	Disabled
5848	powershell.exe	0x73230000	0xa000	-	-	-	3437-01-04 22:51:38.000000 UTC	Disabled
5848	powershell.exe	0x5a840000	0x11000	-	-	-	3437-01-09 09:45:27.000000 UTC	Disabled
5848	powershell.exe	0x75510000	0x5e000	coml2.dll	C:\WINDOWS\System32\coml2.dll	-	3437-03-27 14:19:12.000000 UTC	Disabled
5848	powershell.exe	0x71a40000	0x18d000	urlmon.dll	C:\WINDOWS\SYSTEM32\urlmon.dll	-	3446-05-31 06:17:07.000000 UTC	Disabled
5848	powershell.exe	0x715e0000	0x21a000	iertutil.dll	C:\WINDOWS\SYSTEM32\iertutil.dll	-	3436-09-28 23:07:38.000000 UTC	Disabled
5848	powershell.exe	0x755e0000	0x19000	imagehlp.dll	C:\WINDOWS\System32\imagehlp.dll	-	1601-02-24 13:08:06.000000 UTC	Disabled
5848	powershell.exe	0x537e0000	0xe8000	-	-	-	3436-12-31 18:38:40.000000 UTC	Disabled
5848	powershell.exe	0x736d0000	0x2c4000	wininet.DLL	C:\WINDOWS\SYSTEM32\wininet.DLL	-	1714-10-13 23:37:20.000000 UTC	Disabled
5848	powershell.exe	0x632e0000	0x12000	-	-	-	3436-12-26 18:23:08.000000 UTC	Disabled
5848	powershell.exe	0x736a0000	0x30000	IPHLPAPI.DLL	C:\WINDOWS\SYSTEM32\IPHLPAPI.DLL	-	N/A	Disabled
5848	powershell.exe	0x71280000	0xad000	winhttp.dll	C:\WINDOWS\SYSTEM32\winhttp.dll	-	N/A	Disabled
5848	powershell.exe	0x72990000	0x55000	mswsock.dll	C:\WINDOWS\system32\mswsock.dll	-	-	Disabled
5848	powershell.exe	0x71a00000	0x8000	WINNSI.DLL	C:\WINDOWS\SYSTEM32\WINNSI.DLL	-	3436-12-24 12:56:13.000000 UTC	Disabled
5848	powershell.exe	0x75730000	0x7000	-	-	-	3437-05-18 07:05:18.000000 UTC	Disabled
5848	powershell.exe	0x71ea0000	0x5e000	msiso.dll	C:\WINDOWS\SYSTEM32\msiso.dll	-	-	Disabled
5848	powershell.exe	0x63870000	0x8000	-	-	-	3437-05-16 15:00:07.000000 UTC	Disabled
5848	powershell.exe	0x739a0000	0x94000	-	-	-	N/A	Disabled
5848	powershell.exe	0x63cd0000	0x11000	-	-	-	N/A	Disabled
5848	powershell.exe	0x63cb0000	0x16000	-	-	-	-	Disabled
5848	powershell.exe	0x63c90000	0x13000	-	-	-	N/A	Disabled
5848	powershell.exe	0x711e0000	0xc000	-	-	-	3437-05-19 03:07:53.000000 UTC	Disabled
5848	powershell.exe	0x63720000	0x4e000	-	-	-	N/A	Disabled
5848	powershell.exe	0x63780000	0x8000	-	-	-	N/A	Disabled
5848	powershell.exe	0x6f9e0000	0x9a000	apphelp.dll	C:\WINDOWS\system32\apphelp.dll	-	N/A	Disabled
5848	powershell.exe	0x6a860000	0x17000	-	-	-	3436-12-30 22:36:05.000000 UTC	Disabled
5848	powershell.exe	0x5f2c0000	0xc6000	-	-	-	N/A	Disabled
5848	powershell.exe	0x70ef0000	0x11000	-	-	-	3437-05-11 21:25:26.000000 UTC	Disabled
5848	powershell.exe	0x5b070000	0x5a000	msv1_0.DLL	C:\WINDOWS\System32\msv1_0.DLL	-	N/A	Disabled
5848	powershell.exe	0x71070000	0xa000	-	-	-	N/A	Disabled
