Volatility 3 Framework 2.27.0

Offset	Order	PID	Start	State	Type	Name	Display	Binary	Binary (Registry)	Dll
0x23b9916fbe0	542	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vsock	vSockets Virtual Machine Communication Interface Sockets driver	\Driver\vsock	\SystemRoot\system32\DRIVERS\vsock.sys	-
0x23b991736d0	541	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vsmraid	vsmraid	N/A	System32\drivers\vsmraid.sys	-
0x23b991735e0	540	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	vsepflt	vsepflt	\FileSystem\vsepflt	system32\DRIVERS\vsepflt.sys	-
0x23b991734f0	539	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vpci	Microsoft Hyper-V Virtual PCI Bus	N/A	\SystemRoot\System32\drivers\vpci.sys	-
0x23b99174b70	538	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volume	Volume driver	\Driver\volume	System32\drivers\volume.sys	-
0x23b991739a0	537	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volsnap	Volume Shadow Copy driver	\Driver\volsnap	System32\drivers\volsnap.sys	-
0x23b99171330	536	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volmgrx	Dynamic Volume Manager	\Driver\volmgrx	System32\drivers\volmgrx.sys	-
0x23b99171150	535	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	volmgr	Volume Manager Driver	\Driver\volmgr	System32\drivers\volmgr.sys	-
0x23b99171060	534	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vnvdimm	Microsoft virtual NVDIMM device driver	N/A	\SystemRoot\System32\drivers\vnvdimm.sys	-
0x23b991725f0	533	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vnetWFP	vnetWFP	\Driver\vnetWFP	\SystemRoot\system32\DRIVERS\vnetWFP.sys	-
0x23b99172500	532	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vmxnet3ndis6	vmxnet3 NDIS 6 Ethernet Adapter Driver	\Driver\vmxnet3ndis6	\SystemRoot\System32\drivers\vmxnet3.sys	-
0x23b99171420	531	2432	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	VMwareCAFManagementAgentHost	VMware CAF Management Agent Service	"C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ManagementAgentHost.exe"	"C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ManagementAgentHost.exe"	-
0x23b9916d4e0	530	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	VMwareCAFCommAmqpListener	VMware CAF AMQP Communication Service	N/A	"C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\CommAmqpListener.exe"	-
0x23b9916efe0	529	1392	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	VMware Physical Disk Helper Service	VMware Physical Disk Helper Service	"C:\Program Files\VMware\VMware Tools\vmacthlp.exe"	"C:\Program Files\VMware\VMware Tools\vmacthlp.exe"	-
0x23b9916dae0	528	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	vmvss	VMware Snapshot Provider	N/A	C:\Windows\system32\dllhost.exe /Processid:{8D3A5A9B-89E5-438F-91EE-3BAF823F8A0F}	-
0x23b9916eb60	527	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vmusbmouse	VMware USB Pointing Device	N/A	\SystemRoot\System32\drivers\vmusbmouse.sys	-
0x23b99172410	526	2416	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	VMTools	VMware Tools	"C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"	"C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"	-
0x23b9916df60	525	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vmrawdsk	VMware Physical Disk Helper	\Driver\vmrawdsk	\SystemRoot\system32\DRIVERS\vmrawdsk.sys	-
0x23b99171d80	524	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	vmmouse	VMware Pointing Device	\Driver\vmmouse	\SystemRoot\System32\drivers\vmmouse.sys	-
0x23b99171c90	523	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	VMMemCtl	Memory Control Driver	\Driver\VMMemCtl	\SystemRoot\system32\DRIVERS\vmmemctl.sys	-
0x23b99172d70	522	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicvss	Hyper-V Volume Shadow Copy Requestor	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvcext.dll
0x23b9916f5e0	521	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicvmsession	Hyper-V PowerShell Direct Service	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x23b9916e560	520	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmictimesync	Hyper-V Time Synchronization Service	N/A	%systemroot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x23b9916dde0	519	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicshutdown	Hyper-V Guest Shutdown Service	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x23b9916fee0	518	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicrdv	Hyper-V Remote Desktop Virtualization Service	N/A	%systemroot%\system32\svchost.exe -k ICService -p	%SystemRoot%\System32\icsvcext.dll
0x23b9916ee60	517	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmickvpexchange	Hyper-V Data Exchange Service	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x23b9916d7e0	516	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicheartbeat	Hyper-V Heartbeat Service	N/A	%systemroot%\system32\svchost.exe -k ICService -p	%SystemRoot%\System32\icsvc.dll
0x23b9916fd60	515	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	vmicguestinterface	Hyper-V Guest Service Interface	N/A	%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\icsvc.dll
0x23b9916e3e0	514	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	vmhgfs	VMware Host Guest Client Redirector	\FileSystem\vmhgfs	system32\DRIVERS\vmhgfs.sys	-
0x23b99172320	513	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	vmgid	Microsoft Hyper-V Guest Infrastructure Driver	N/A	\SystemRoot\System32\drivers\vmgid.sys	-
