Volatility 3 Framework 2.27.0

PID	Process	Base	Size	Name	Path	LoadCount	LoadTime	File output
8260	p.exe	0x7ff839810000	0x39000	IPHLPAPI.DLL	C:\WINDOWS\SYSTEM32\IPHLPAPI.DLL	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff832ce0000	0xc000	Secur32.dll	C:\WINDOWS\SYSTEM32\Secur32.dll	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff83a180000	0x30000	SSPICLI.DLL	C:\WINDOWS\SYSTEM32\SSPICLI.DLL	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff839c40000	0x17000	CRYPTSP.dll	C:\WINDOWS\SYSTEM32\CRYPTSP.dll	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff839680000	0x33000	rsaenh.dll	C:\WINDOWS\system32\rsaenh.dll	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff839d50000	0x25000	bcrypt.dll	C:\WINDOWS\SYSTEM32\bcrypt.dll	-1	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff839c60000	0xb000	CRYPTBASE.dll	C:\WINDOWS\SYSTEM32\CRYPTBASE.dll	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff83a4d0000	0x72000	bcryptPrimitives.dll	C:\WINDOWS\System32\bcryptPrimitives.dll	-1	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff8328e0000	0x16000	napinsp.dll	C:\WINDOWS\system32\napinsp.dll	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff832900000	0x1a000	pnrpnsp.dll	C:\WINDOWS\system32\pnrpnsp.dll	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff836fe0000	0x18000	NLAapi.dll	C:\WINDOWS\system32\NLAapi.dll	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff839a80000	0x66000	mswsock.dll	C:\WINDOWS\System32\mswsock.dll	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff832ac0000	0xe000	winrnr.dll	C:\WINDOWS\System32\winrnr.dll	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff836a70000	0x70000	fwpuclnt.dll	C:\WINDOWS\System32\fwpuclnt.dll	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff833af0000	0xa000	rasadhlp.dll	C:\Windows\System32\rasadhlp.dll	6	2018-08-30 22:15:19.000000 UTC	Disabled
8260	p.exe	0x7ff831b90000	0x1b000	mpr.dll	C:\WINDOWS\SYSTEM32\mpr.dll	6	2018-09-05 12:13:26.000000 UTC	Disabled
8260	p.exe	0x7ff83b4c0000	0x18f000	USER32.dll	C:\WINDOWS\System32\USER32.dll	6	2018-09-05 12:14:36.000000 UTC	Disabled
8260	p.exe	0x7ff83a9d0000	0x20000	win32u.dll	C:\WINDOWS\System32\win32u.dll	6	2018-09-05 12:14:36.000000 UTC	Disabled
8260	p.exe	0x7ff83dc60000	0x28000	GDI32.dll	C:\WINDOWS\System32\GDI32.dll	6	2018-09-05 12:14:36.000000 UTC	Disabled
8260	p.exe	0x7ff83b1e0000	0x193000	gdi32full.dll	C:\WINDOWS\System32\gdi32full.dll	6	2018-09-05 12:14:36.000000 UTC	Disabled
8260	p.exe	0x7ff83a9f0000	0x9b000	msvcp_win.dll	C:\WINDOWS\System32\msvcp_win.dll	6	2018-09-05 12:14:36.000000 UTC	Disabled
8260	p.exe	0x7ff83a8d0000	0xf5000	ucrtbase.dll	C:\WINDOWS\System32\ucrtbase.dll	6	2018-09-05 12:14:36.000000 UTC	Disabled
